"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SN32","SNOW","SNWD","SX32","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT18"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-06","6.04",,"0.00",,,"0.0","0.0",,"41","54","34",,"  280","  290",,"21.9","30.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-07","4.70",,"0.42",,,"1.5","0.0",,"37","47","28",,"  310","   70",,"13.0","17.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-08","10.51",,"0.00",,,"0.0","1.2",,"36","44","29",,"  300","  310",,"29.1","38.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-09","3.80",,"0.00",,,"0.0","0.0",,"31","37","23",,"  120","   30",,"10.1","17.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-10","3.80",,"0.00",,,"0.0","0.0",,"40","55","31",,"  230","  220",,"16.1","28.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-11","8.28",,"0.00",,,"0.0","0.0",,"55","72","44",,"  200","  200",,"21.0","34.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-12","11.18",,"0.29",,,"0.0","0.0",,"66","70","47",,"  290","  190",,"23.9","34.0","    1",,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-13","3.36",,"0.00",,,"0.0","0.0",,"48","53","40",,"   40","   40",,"10.1","17.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-14","2.91",,"0.06",,,"0.0","0.0",,"43","46","38",,"  100","   90",,"10.1","13.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-15","4.47",,"0.00",,,"0.0","0.0",,"48","58","40",,"   70","   50",,"12.1","15.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-16","14.76",,"0.00",,,"0.0","0.0",,"49","54","36",,"  300","  310",,"36.0","47.0","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-17","10.07",,"0.00",,,"0.0","0.0",,"34","38","26",,"  330","  320",,"21.9","30.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-18","6.04",,"0.35",,,"0.0","0.0",,"29","41","26",,"  220","  220",,"16.1","23.9","    1",,,"    1",,"    1",,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-19","15.88",,"0.03",,,"0.0","0.0",,"40","45","26",,"  300","  310",,"31.1","38.9","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-20","9.84",,"0.00",,,"0.0","0.0",,"29","36","23",,"  310","  290",,"21.0","25.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-21","5.82",,"0.00",,,"0.0","0.0",,"27","37","19",,"  360","  350",,"16.1","21.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-22","2.24",,"0.00",,,"0.0","0.0",,"30","42","19",,"  340","  350",,"6.9","16.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-23","1.57",,"0.00",,,"0.0","0.0",,"31","41","21",,"   70","  110",,"8.1","10.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-24","8.05",,"0.00",,,"0.0","0.0",,"39","51","28",,"   80","   70",,"18.1","21.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-25","9.62",,"1.49",,,"0.0","0.0",,"47","52","37",,"  280","  270",,"18.1","25.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-26","9.62",,"0.00",,,"0.0","0.0",,"42","48","33",,"  270","  270",,"21.0","25.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-27","9.84",,"0.00",,,"0.0","0.0",,"42","50","36",,"  300","  300",,"19.9","25.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-28","10.51",,"0.00",,,"0.0","0.0",,"42","45","36",,"  290","  340",,"19.9","28.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-29","6.71",,"0.00",,,"0.0","0.0",,"42","47","29",,"  320","  320",,"17.0","25.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-30","5.14",,"0.00",,,"0.0","0.0",,"34","41","27",,"   70","   20",,"10.1","19.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-01-31","2.01",,"0.03",,,"0.0","0.0",,"37","45","30",,"   80","   90",,"12.1","14.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-01","1.79",,"0.11",,,"0.0","0.0",,"38","49","29",,"  290","  280",,"6.9","12.1","    1","    1",,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-02","5.14",,"0.00",,,"0.0","0.0",,"42","52","33",,"  190","  230",,"16.1","23.0","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-03","2.46",,"0.00",,,"0.0","0.0",,"46","67","30",,"  190","  180",,"12.1","16.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-04","2.01",,"0.06",,,"0.0","0.0",,"56","67","48",,"  240","  220",,"8.1","12.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-05","7.38",,"0.08",,,"0.0","0.0",,"47","56","38",,"   20","   20",,"18.1","25.9","    1",,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-06","4.25",,"0.64",,,"0.0","0.0",,"40","43","38",,"  110","  100",,"18.1","21.0","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-07","16.55",,"0.66",,,"0.0","0.0",,"46","61","34",,"  260","  260",,"38.0","50.1","    1","    1","    1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-08","6.93",,"0.00",,,"0.0","0.0",,"37","45","28",,"  280","  280",,"18.1","23.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-09","3.80",,"0.00",,,"0.0","0.0",,"37","50","25",,"  280","  280",,"16.1","21.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-10","7.16",,"0.29",,,"0.0","0.0",,"44","49","42",,"  220","  230",,"17.0","27.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-11","5.14",,"0.43",,,"0.0","0.0",,"50","56","47",,"  310","  320",,"21.0","27.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-12","6.49",,"0.08",,,"0.0","0.0",,"46","50","39",,"  290","  300",,"18.1","21.9","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-13","9.17",,"0.20",,,"0.0","0.0",,"46","57","39",,"  310","  310",,"23.9","34.0","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-14","11.63",,"0.00",,,"0.0","0.0",,"39","42","24",,"  290","  290",,"25.1","36.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-15","5.37",,"0.00",,,"0.0","0.0",,"27","35","19",,"  120","  120",,"13.0","17.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-16","2.68",,"0.00",,,"0.0","0.0",,"37","54","29",,"  170","  170",,"10.1","14.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-17","3.13",,"0.00",,,"0.0","0.0",,"44","55","33",,"  110","   40",,"12.1","19.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-18","4.70",,"0.00",,,"0.0","0.0",,"46","62","38",,"  230","  200",,"13.0","19.9",,,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-19","10.07",,"0.00",,,"0.0","0.0",,"49","54","32",,"  300","  290",,"19.9","27.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-20","3.80",,"0.00",,,"0.0","0.0",,"37","40","27",,"  360","  360",,"15.0","23.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-21","7.61",,"0.00",,,"0.0","0.0",,"31","39","23",,"   20","   20",,"16.1","21.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-22","6.26",,"0.00",,,"0.0","0.0",,"36","54","25",,"  280","  280",,"17.0","23.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-23","2.24",,"0.00",,,"0.0","0.0",,"40","60","23",,"  130","  120",,"15.0","21.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-24","3.36",,"0.00",,,"0.0","0.0",,"43","59","28",,"  210","   30",,"10.1","17.0",,,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-25","3.13",,"0.22",,,"0.0","0.0",,"49","51","46",,"   30","   20",,"6.9","11.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-26","8.50",,"0.12",,,"0.0","0.0",,"49","50","43",,"  290","  300",,"25.9","35.1","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-27","20.13",,"0.09",,,"0.0","0.0",,"42","44","32",,"  280","  280",,"36.9","50.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-28","9.62",,"0.00",,,"0.0","0.0",,"36","48","31",,"  280","  240",,"19.9","25.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-02-29","11.41",,"0.00",,,"0.0","0.0",,"34","38","25",,"  310","  290",,"25.9","35.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-01","6.04",,"0.00",,,"0.0","0.0",,"34","51","20",,"  260","  270",,"17.0","21.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-02","7.38",,"0.08",,,"0.0","0.0",,"45","67","27",,"  240","  240",,"29.1","40.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-03","6.71",,"0.05",,,"0.0","0.0",,"53","64","41",,"  300","  300",,"29.1","42.1","    1",,"    1",,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-04","10.96",,"0.00",,,"0.0","0.0",,"55","64","43",,"  280","  270",,"23.9","32.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-05","4.70",,"0.00",,,"0.0","0.0",,"50","55","38",,"  330","  330",,"21.0","28.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-06","5.59",,"0.16",,,"0.0","0.0",,"40","49","30",,"  330","  310",,"23.0","33.1","    1",,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-07","11.41",,"0.00",,,"0.0","0.0",,"43","52","34",,"  310","  310",,"23.9","34.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-08","5.14",,"0.00",,,"0.0","0.0",,"45","62","29",,"  240","  220",,"15.0","19.9",,,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-09","4.92",,"0.00",,,"0.0","0.0",,"54","75","34",,"  270","  270",,"15.0","19.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-10","11.18",,"0.02",,,"0.0","0.0",,"63","73","56",,"  230","  220",,"23.0","32.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-11","4.47",,"0.00",,,"0.0","0.0",,"53","56","43",,"  290","  320",,"16.1","21.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-12","6.93",,"0.00",,,"0.0","0.0",,"51","62","41",,"   90","  130",,"15.0","21.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-13","11.41",,"0.26",,,"0.0","0.0",,"58","75","50",,"  250","  270",,"25.1","36.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-14","8.05",,"0.12",,,"0.0","0.0",,"54","58","41",,"  300","  330",,"18.1","25.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-15","4.70",,"0.11",,,"0.0","0.0",,"46","55","37",,"   40","   30",,"13.0","23.0","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-16","10.07",,"0.00",,,"0.0","0.0",,"45","54","36",,"  110","  110",,"18.1","23.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-17","5.37",,"0.00",,,"0.0","0.0",,"50","66","44",,"  350","  330",,"15.0","21.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-18","6.26",,"0.24",,,"0.0","0.0",,"51","57","42",,"  110","  110",,"15.0","19.0","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-19","5.14",,"0.56",,,"0.0","0.0",,"53","64","48",,"   80","   80",,"13.0","14.1","    1",,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-20","7.61",,"0.00",,,"0.0","0.0",,"64","83","53",,"  240","  240",,"23.9","34.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-21","8.50",,"0.06",,,"0.0","0.0",,"58","68","45",,"   30","   10",,"16.1","25.9",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-22","11.18",,"0.00",,,"0.0","0.0",,"45","52","36",,"   80","  100",,"21.9","28.0",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-23","8.72",,"0.35",,,"0.0","0.0",,"43","48","40",,"   70","   80",,"21.0","25.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-24","4.25",,"0.00",,,"0.0","0.0",,"47","58","38",,"  360","  360",,"12.1","16.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-25","9.62",,"0.30",,,"0.0","0.0",,"47","49","42",,"   70","   70",,"19.9","25.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-26","4.92",,"0.00",,,"0.0","0.0",,"48","62","35",,"  200","  230",,"13.0","18.1","    1",,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-27","2.68",,"0.00",,,"0.0","0.0",,"56","67","47",,"   30","  200",,"8.9","14.1",,,,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-28","6.71",,"0.65",,,"0.0","0.0",,"56","59","50",,"   80","   80",,"17.0","19.0","    1",,"    1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-29","5.37",,"0.00",,,"0.0","0.0",,"52","61","50",,"  100","  100",,"18.1","21.0","    1","    1",,,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-30","7.83",,"0.00",,,"0.0","0.0",,"59","73","53",,"  330","  330",,"21.0","30.0","    1",,,,,,,"    1",,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2020-03-31","8.50",,"0.09",,,"0.0","0.0",,"52","54","42",,"   60","   60",,"21.9","27.1","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-01","4.92",,"0.00",,,"0.0","0.0",,,"77","53",,"   70","   40",,"12.1","14.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-02","7.61",,"0.00",,,"0.0","0.0",,,"84","57",,"  160","  160",,"16.1","19.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-03","9.62",,"0.00",,,"0.0","0.0",,,"84","69",,"  210","  170",,"19.9","23.9","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-04","10.51",,"0.15",,,"0.0","0.0",,,"83","64",,"  210","  200",,"29.1","34.0","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-05","7.16",,"0.00",,,"0.0","0.0",,,"68","49",,"  340","  350",,"15.0","23.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-06","2.91",,"0.00",,,"0.0","0.0",,,"72","44",,"   40","   40",,"10.1","14.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-07","2.91",,"0.00",,,"0.0","0.0",,,"73","51",,"  330","  330",,"12.1","17.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-08","8.95",,"0.00",,,"0.0","0.0",,,"74","52",,"   70","   50",,"18.1","21.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-09","12.97",,"0.00",,,"0.0","0.0",,,"79","53",,"  110","  100",,"28.0","36.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-10","12.30",,"0.00",,,"0.0","0.0",,,"78","63",,"  110","   90",,"21.9","32.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-11","11.63",,"0.00",,,"0.0","0.0",,,"86","68",,"  150","  160",,"25.1","34.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-12","8.95",,"0.00",,,"0.0","0.0",,,"86","67",,"  120","  120",,"21.0","25.9","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-13","9.17",,"0.00",,,"0.0","0.0",,,"82","66",,"  120","  140",,"21.0","25.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-14","5.82",,"0.00",,,"0.0","0.0",,,"84","66",,"  130","  130",,"16.1","19.0","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-15","4.25",,"0.00",,,"0.0","0.0",,,"83","61",,"  150","  160",,"14.1","18.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-16","2.01",,"0.00",,,"0.0","0.0",,,"84","60",,"   40","   30",,"10.1","15.0","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-17","12.08",,"0.00",,,"0.0","0.0",,,"81","64",,"   70","   60",,"25.9","33.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-18","10.51",,"0.00",,,"0.0","0.0",,,"80","63",,"  120","  100",,"21.0","28.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-19","8.05",,"0.00",,,"0.0","0.0",,,"81","62",,"  220","  240",,"18.1","21.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-20","7.61",,"0.00",,,"0.0","0.0",,,"70","50",,"   30","  350",,"14.1","19.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-21","10.51",,"0.00",,,"0.0","0.0",,,"60","42",,"  330","   10",,"18.1","23.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-22","10.29",,"0.00",,,"0.0","0.0",,,"61","35",,"   10","  350",,"16.1","25.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-23","6.49",,"0.00",,,"0.0","0.0",,,"78","52",,"   70","   90",,"14.1","18.1","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-24","4.70",,"0.00",,,"0.0","0.0",,,"77","59",,"  230","  240",,"13.0","16.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-25","5.37",,"0.00",,,"0.0","0.0",,,"76","54",,"  300","  320",,"12.1","15.0","    1","    1",,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-26","5.37",,"0.00",,,"0.0","0.0",,,"72","46",,"   70","  350",,"10.1","15.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-27","5.14",,"0.01",,,"0.0","0.0",,,"73","54",,"  160","  160",,"15.0","18.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-28","4.92",,"0.00",,,"0.0","0.0",,,"76","58",,"   80","   30",,"15.0","31.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-29","5.59",,"0.39",,,"0.0","0.0",,,"75","52",,"  330","  330",,"16.1","21.9","    1",,"    1",,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-30","4.92",,"0.00",,,"0.0","0.0",,,"71","58",,"   50","   50",,"14.1","18.1","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-01-31","4.03",,"0.81",,,"0.0","0.0",,,"77","56",,"  120","  250",,"17.0","25.9","    1","    1","    1",,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-01","4.92",,"0.44",,,"0.0","0.0",,,"68","58",,"  130","   90",,"15.0","44.1","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-02","6.49",,"0.00",,,"0.0","0.0",,,"65","50",,"  360","   90",,"13.0","19.0",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-03","3.36",,"0.00",,,"0.0","0.0",,,"74","45",,"  240","   10",,"12.1","19.9","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-04","4.70",,"0.00",,,"0.0","0.0",,,"79","49",,"  240","  120",,"14.1","25.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-05","7.83",,"0.00",,,"0.0","0.0",,,"82","61",,"  180","  200",,"17.0","33.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-06","17.90",,"0.00",,,"0.0","0.0",,,"84","70",,"  210","  210",,"33.1","42.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-07","7.16",,"0.58",,,"0.0","0.0",,,"77","54",,"  210","  210",,"33.1","40.9","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-08","9.17",,"0.00",,,"0.0","0.0",,,"76","48",,"   60","   40",,"17.0","31.1",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-09","12.08",,"0.00",,,"0.0","0.0",,,"80","56",,"   70","  200",,"25.1","36.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-10","8.72",,"0.00",,,"0.0","0.0",,,"85","60",,"  120","  170",,"19.9","25.9",,,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-11","6.26",,"0.00",,,"0.0","0.0",,,"85","64",,"  250","  240",,"14.1","18.1","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-12","7.61",,"0.00",,,"0.0","0.0",,,"87","68",,"  150","  120",,"16.1","29.1","    1",,,,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","2020-02-13","8.50",,"0.00",,,"0.0","0.0",,,"85","67",,"  220","  210",,"23.0","28.0","    1",,,,,,,,,,
